e1	e2	e3	cumvol
1.5621E-01	2.6264E+00	6.2385E-01	8.3129450292343E-01
2.1981E-01	2.6361E+00	4.4251E-01	8.3143180031658E-01
2.5007E-01	2.3634E+00	9.8395E-01	8.3149466691382E-01
2.9774E+00	2.5974E+00	4.6082E-01	8.3157085960207E-01
2.5953E+00	7.2168E-01	6.9300E-01	8.3164684883854E-01
2.5197E+00	2.4897E+00	9.7595E-01	8.3168550467503E-01
1.2320E+00	2.3609E+00	5.1937E-01	8.3169080459367E-01
3.0870E+00	2.5709E+00	5.9533E-01	8.3169178014491E-01
1.5621E-01	2.6264E+00	6.2385E-01	8.3188329336599E-01
3.0262E+00	7.1293E-01	7.0038E-01	8.3213207622610E-01
2.6334E+00	2.6344E+00	6.3306E-01	8.3218131155469E-01
2.2758E-01	2.6466E+00	4.4920E-01	8.3218425143278E-01
2.8288E+00	2.5787E+00	8.6008E-01	8.3264340749314E-01
2.8288E+00	2.5787E+00	8.6008E-01	8.3264406260785E-01
2.7964E+00	2.6768E+00	4.0733E-01	8.3266857854625E-01
3.0823E+00	2.1665E+00	4.4913E-01	8.3275819905138E-01
6.2891E-01	2.5274E+00	6.1373E-01	8.3287516347454E-01
2.7964E+00	2.6768E+00	4.0733E-01	8.3287551442884E-01
2.4878E+00	2.3462E+00	1.7804E-01	8.3287612783593E-01
2.9637E+00	2.5658E+00	2.0223E-01	8.3307515351366E-01
2.9686E+00	8.7471E-01	3.8094E-01	8.3345699281475E-01
2.9735E+00	2.4541E+00	6.6642E-01	8.3366884409213E-01
3.0358E+00	2.1932E+00	6.6975E-01	8.3403372568810E-01
2.7967E+00	2.5351E+00	2.4836E-01	8.3440622655290E-01
3.0980E+00	2.1314E+00	4.2059E-01	8.3502466398753E-01
3.1022E-01	2.6110E+00	7.5082E-01	8.3526793025287E-01
2.8281E+00	8.0476E-01	9.0204E-01	8.3546505772558E-01
3.0165E+00	6.1486E-01	1.0118E+00	8.3564285422826E-01
2.4461E+00	2.6211E+00	1.0336E+00	8.3601145085357E-01
2.8169E-02	5.2384E-01	3.5277E-01	8.3665590264890E-01
1.6384E-01	2.4038E+00	8.8282E-01	8.3665623529255E-01
7.7151E-02	2.7175E+00	9.7290E-01	8.3665765945495E-01
5.9228E-01	2.3155E+00	5.4362E-01	8.3674870412247E-01
2.7780E+00	2.5222E+00	1.0299E+00	8.3686539083396E-01
8.1601E-02	2.4278E+00	6.2769E-01	8.3700173607282E-01
2.7716E+00	6.8310E-01	5.2224E-01	8.3748131767374E-01
2.6019E+00	3.5617E-01	1.6403E-01	8.3798361669940E-01
1.9583E-01	7.8407E-01	5.5360E-01	8.3822008258930E-01
3.0102E+00	8.9591E-01	1.0200E+00	8.3837756341539E-01
3.0515E+00	2.4869E+00	3.6081E-01	8.3847176158536E-01
3.4125E-01	4.0492E-01	1.9860E-01	8.3873328459537E-01
2.8266E+00	2.4628E+00	9.2656E-01	8.3873572601662E-01
3.1212E+00	2.5431E+00	7.1265E-01	8.3878618205583E-01
1.6384E-01	2.4038E+00	8.8282E-01	8.3879469651245E-01
2.8169E-02	5.2384E-01	3.5277E-01	8.3879523769416E-01
2.8041E+00	5.9982E-01	8.0733E-02	8.3906166084007E-01
3.0939E+00	6.0793E-01	5.6800E-01	8.3959352242533E-01
2.3662E-01	2.4683E+00	4.9745E-02	8.3962576953103E-01
1.8649E-02	6.9056E-01	6.9487E-01	8.3983700638406E-01
1.7570E-01	2.5349E+00	1.3341E-01	8.4001106446045E-01
2.9227E-01	2.4955E+00	2.1881E-01	8.4001114411182E-01
2.4878E+00	2.3462E+00	1.7804E-01	8.4031240735626E-01
2.4878E+00	2.3462E+00	1.7804E-01	8.4031773779266E-01
4.1971E-02	7.1846E-01	5.8406E-01	8.4034408479701E-01
3.5814E-01	7.3564E-01	9.0487E-01	8.4045256629857E-01
2.9901E+00	2.6751E+00	2.0481E-02	8.4047169076504E-01
5.5719E-02	2.6098E+00	4.9047E-01	8.4055612325001E-01
3.0926E+00	2.5225E+00	5.3213E-01	8.4060800345162E-01
2.9564E+00	5.2053E-01	6.4254E-01	8.4061075005053E-01
2.8266E+00	2.4628E+00	9.2656E-01	8.4061200127892E-01
3.4125E-01	4.0492E-01	1.9860E-01	8.4061505305548E-01
8.6048E-03	2.2408E+00	8.6944E-01	8.4074450229657E-01
8.7320E-02	3.6449E-01	6.5603E-01	8.4095187153143E-01
3.1131E+00	5.1847E-01	9.7084E-01	8.4104779904146E-01
2.7817E-01	2.6958E+00	3.5093E-01	8.4123352202514E-01
2.9667E+00	8.3703E-01	5.5124E-01	8.4149081018653E-01
3.4751E-01	2.4796E+00	4.0218E-01	8.4152437972875E-01
2.8637E+00	2.5962E+00	2.6252E-01	8.4159223089438E-01
3.0849E+00	6.5806E-01	8.8357E-01	8.4202090987945E-01
2.7391E-01	7.5852E-01	2.4248E-01	8.4232369392588E-01
1.4497E-01	5.7341E-01	3.2812E-01	8.4242910330570E-01
2.9233E+00	2.7972E+00	1.3389E-01	8.4269449088210E-01
4.9166E-01	5.6097E-01	3.3153E-01	8.4275511950986E-01
2.7082E+00	7.5955E-01	6.8499E-01	8.4279489433109E-01
3.8209E-01	5.4299E-01	3.7841E-02	8.4309805374604E-01
8.8174E-02	2.4288E+00	6.4883E-01	8.4315502024192E-01
5.4597E-02	2.4667E+00	3.0602E-02	8.4321096947895E-01
2.4993E+00	2.3520E+00	1.9745E-01	8.4321352279867E-01
2.7568E-01	4.0026E-01	2.0670E-01	8.4321553697120E-01
3.0870E+00	2.5709E+00	5.9533E-01	8.4330515747633E-01
1.0598E+00	2.5063E+00	8.1502E-01	8.4335286691664E-01
3.1385E+00	2.5730E+00	5.5065E-01	8.4355360871006E-01
1.1058E-03	2.2433E+00	8.6055E-01	8.4355461783084E-01
4.7742E-01	2.6281E+00	5.2634E-01	8.4357791305862E-01
3.1121E+00	2.6705E+00	7.9847E-01	8.4394714648798E-01
9.9509E-02	1.0101E+00	7.2555E-01	8.4402354262799E-01
2.7974E-01	2.3824E+00	7.8814E-01	8.4437476955836E-01
2.6337E+00	2.5969E+00	5.9383E-02	8.4446367798229E-01
4.5052E-01	2.5384E+00	7.8704E-01	8.4501123281990E-01
2.3422E+00	2.4761E+00	1.0311E+00	8.4511461785459E-01
3.0983E+00	2.5063E+00	8.5115E-01	8.4526224551142E-01
4.1459E-01	2.6618E+00	2.2260E-01	8.4533691231138E-01
3.3964E-01	2.0256E+00	8.0831E-01	8.4551512995923E-01
2.6670E+00	2.7475E+00	2.0464E-01	8.4557301198808E-01
3.0597E+00	6.6755E-01	1.9384E-01	8.4561288853520E-01
3.0372E-01	2.6608E+00	2.1030E-01	8.4566680325451E-01
2.9828E+00	2.3414E+00	1.2245E-01	8.4610462434491E-01
2.7131E+00	2.1066E+00	7.3470E-01	8.4633724296181E-01
3.0699E+00	2.2473E+00	6.4047E-01	8.4643093250236E-01
2.9568E+00	7.8322E-01	9.0473E-01	8.4683258597143E-01
3.6582E-01	2.4398E+00	4.8073E-01	8.4694512735308E-01
4.1804E-01	6.7028E-01	1.0459E+00	8.4726477856859E-01
3.0196E+00	4.7335E-01	7.0093E-01	8.4764939193457E-01
3.0885E+00	2.5485E+00	7.2728E-01	8.4770564634926E-01
3.8807E-02	2.4630E+00	1.0083E-02	8.4770652932994E-01
3.0372E+00	9.0951E-01	3.4741E-01	8.4784849899301E-01
1.0217E-01	2.5602E+00	6.6010E-01	8.4785777639377E-01
5.8369E-01	2.8278E+00	1.1012E-02	8.4812816583196E-01
2.9016E+00	2.3681E+00	9.5677E-01	8.4817211141450E-01
2.9547E+00	2.5738E+00	1.2282E-02	8.4817339316065E-01
2.9041E+00	2.8187E+00	8.5335E-01	8.4835250904807E-01
3.0873E+00	2.5412E+00	4.4876E-01	8.4838943554451E-01
3.1194E+00	2.6826E+00	8.9586E-01	8.4841140833578E-01
7.7151E-02	2.7175E+00	9.7290E-01	8.4874727567469E-01
2.3422E+00	2.4761E+00	1.0311E+00	8.4875034779644E-01
2.5422E-01	2.7016E+00	3.2301E-01	8.4876092728853E-01
2.7183E-01	2.6690E+00	1.7832E-01	8.4876502684171E-01
3.1292E+00	5.7205E-01	2.9055E-01	8.4895370496237E-01
3.0725E+00	2.5241E+00	2.9775E-01	8.4910778407485E-01
3.0364E+00	2.6382E+00	4.5536E-01	8.4944526783808E-01
3.0189E+00	6.9421E-01	4.4614E-01	8.4951749321679E-01
1.8932E+00	7.2792E-01	6.6326E-01	8.4952269140954E-01
7.2615E-02	2.7850E+00	2.6041E-01	8.4971125356269E-01
5.1058E-02	2.7210E+00	9.4543E-01	8.4971270824285E-01
2.6538E-01	2.4943E+00	7.7325E-01	8.4983531540087E-01
4.2122E-02	6.0781E-01	4.4037E-01	8.5011309725916E-01
3.4417E-03	7.2058E-01	5.6634E-01	8.5012459228422E-01
3.0859E+00	5.2177E-01	6.3849E-01	8.5033514655656E-01
9.3302E-01	2.7458E+00	5.5519E-01	8.5050405018233E-01
3.2934E-01	1.3863E+00	2.0859E-01	8.5052022459813E-01
3.1292E+00	5.7205E-01	2.9055E-01	8.5052044737782E-01
1.0125E-01	2.2197E+00	1.5352E-01	8.5058321224917E-01
3.0297E+00	2.6733E+00	6.0551E-01	8.5079236779058E-01
3.6470E-01	2.3487E+00	6.5122E-01	8.5087130707774E-01
3.0786E+00	6.8754E-01	8.2330E-02	8.5110149546323E-01
8.0889E-01	2.6691E+00	1.3837E-01	8.5151406106804E-01
1.8932E+00	7.2792E-01	6.6326E-01	8.5151406244134E-01
1.7831E-01	2.4388E+00	2.8486E-01	8.5151416518448E-01
1.2602E-01	2.5168E+00	9.4427E-01	8.5173012110134E-01
1.1789E-01	2.6190E+00	2.5070E-01	8.5177966160758E-01
2.9227E-01	2.4955E+00	2.1881E-01	8.5199248843619E-01
2.9540E+00	7.6936E-01	6.6872E-01	8.5212428551071E-01
2.3639E+00	2.6210E+00	7.0185E-01	8.5213282031251E-01
3.0428E+00	2.2386E+00	4.7888E-01	8.5228901125437E-01
2.9014E+00	2.3227E+00	3.7097E-01	8.5250181570329E-01
2.8163E+00	2.6346E+00	1.2290E-01	8.5252236433216E-01
1.3465E-02	4.9499E-01	7.1257E-01	8.5305221377940E-01
2.3890E-01	2.7204E+00	7.6772E-01	8.5306726921046E-01
3.0924E+00	5.9022E-01	4.4520E-01	8.5316868991831E-01
1.7831E-01	2.4388E+00	2.8486E-01	8.5354519064492E-01
2.4881E+00	2.6283E+00	7.5013E-01	8.5374919478749E-01
2.6538E-01	2.4943E+00	7.7325E-01	8.5375104619861E-01
1.5293E-01	6.3591E-01	2.4733E-01	8.5388878101306E-01
2.8285E+00	2.4283E+00	8.5214E-01	8.5400980938534E-01
2.3792E+00	2.2976E+00	6.4553E-01	8.5419149893766E-01
2.8576E+00	2.5864E+00	9.7128E-01	8.5422374604337E-01
2.1516E+00	2.5269E+00	9.7843E-01	8.5445506765523E-01
1.0440E-01	3.8956E-01	9.0776E-01	8.5484949553465E-01
2.3988E+00	2.7522E+00	4.9567E-02	8.5489059279239E-01
2.9952E+00	5.4161E-01	3.6944E-02	8.5543122925253E-01
3.1278E+00	6.0441E-01	2.7775E-01	8.5590275518058E-01
6.7265E-01	2.4988E+00	8.8354E-01	8.5626608240502E-01
3.6834E-01	5.6632E-01	6.0217E-01	8.5628968281046E-01
3.0004E+00	5.0142E-01	1.6153E-01	8.5642964542181E-01
4.4331E-01	2.3599E+00	8.8427E-01	8.5660111966071E-01
3.1219E+00	2.6423E+00	7.0346E-01	8.5679136436000E-01
1.9309E-01	2.4998E+00	4.0090E-01	8.5684171867333E-01
4.9454E-01	2.2311E+00	6.2261E-01	8.5707476046991E-01
2.9213E+00	5.2854E-01	5.8676E-01	8.5713559254944E-01
4.6921E-01	7.1717E-01	8.6636E-01	8.5727204866952E-01
2.8655E+00	8.5570E-01	5.3964E-01	8.5728354369458E-01
2.8039E+00	6.6649E-01	1.7058E-01	8.5754467607719E-01
1.6551E-01	2.1911E+00	9.9343E-01	8.5758943546681E-01
3.0964E+00	7.2513E-01	5.4849E-01	8.5782982899314E-01
1.8820E-01	2.5075E+00	2.8761E-01	8.5782984781243E-01
2.3817E-01	4.2734E-01	1.3514E-01	8.5787125024783E-01
2.0345E+00	2.7590E+00	9.8025E-02	8.5793004780965E-01
1.6360E-01	2.8011E+00	6.7246E-01	8.5808807490375E-01
3.0877E+00	8.1453E-01	5.5332E-01	8.5812093236476E-01
3.0613E+00	2.5984E+00	3.5439E-01	8.5821777540776E-01
2.6259E+00	2.2068E+00	1.0374E+00	8.5826487449275E-01
1.0122E+00	2.8161E+00	9.2972E-01	8.5836885971017E-01
7.3798E-02	7.4054E-01	1.7614E-01	8.5855752460647E-01
3.1039E-01	2.5374E+00	7.6140E-01	8.5930460154413E-01
2.8257E+00	3.8806E-01	1.0115E+00	8.6010203177786E-01
3.0772E+00	2.5728E+00	1.3675E-01	8.6039391386114E-01
2.8351E+00	2.5192E+00	5.4400E-01	8.6046003568672E-01
9.5388E-01	5.4168E-01	6.5556E-01	8.6064594584603E-01
2.7929E+00	2.3567E+00	4.9805E-01	8.6066852899261E-01
3.8704E-02	2.6606E+00	4.6026E-01	8.6075875985305E-01
1.8223E+00	2.4883E+00	4.8302E-01	8.6083424046010E-01
2.7903E+00	2.5510E+00	2.4166E-01	8.6094578492807E-01
5.3128E-01	5.6315E-01	4.5518E-01	8.6130243079636E-01
1.8919E-02	2.5710E+00	7.4608E-01	8.6131056886720E-01
2.9831E+00	2.1194E+00	9.9689E-02	8.6144489281271E-01
2.7938E+00	2.5360E+00	1.9841E-01	8.6172752394396E-01
1.0497E-01	6.4993E-01	5.6535E-01	8.6176373835920E-01
3.0706E+00	5.0376E-01	7.7225E-01	8.6176909931337E-01
3.0346E+00	2.7588E+00	5.5448E-01	8.6215972671370E-01
3.0240E+00	2.5374E+00	3.3198E-01	8.6225646803082E-01
3.0487E-01	2.3189E+00	7.2953E-01	8.6240879135451E-01
3.0325E+00	6.0973E-01	7.4610E-01	8.6261816357206E-01
2.5070E+00	3.8813E-01	6.6274E-01	8.6272595842389E-01
2.2737E-01	5.7407E-01	9.8613E-02	8.6283833399235E-01
4.0490E-01	6.6003E-01	1.5867E-01	8.6308197562621E-01
1.3434E-01	9.7665E-01	1.7105E-01	8.6315064059892E-01
4.3715E-01	2.6246E+00	1.3052E-01	8.6321849176455E-01
1.4767E-01	2.3733E+00	1.0232E-01	8.6339519064493E-01
2.9742E-01	2.4267E+00	8.8905E-01	8.6342631876590E-01
3.0800E+00	9.0632E-01	7.0923E-01	8.6357645498306E-01
6.0678E-01	2.5210E+00	4.0317E-01	8.6361928158085E-01
2.6379E+00	2.5831E+00	9.3913E-01	8.6397116362592E-01
1.8582E-01	2.5525E+00	5.5556E-01	8.6438255633127E-01
1.6608E+00	2.5143E+00	7.4297E-01	8.6460669304383E-01
2.8020E+00	2.4426E+00	3.3519E-01	8.6507157016800E-01
2.9765E+00	6.9014E-01	5.9901E-01	8.6523376700614E-01
7.8407E-02	2.4681E+00	9.7571E-01	8.6566794630984E-01
2.7896E+00	5.3367E-01	8.1446E-01	8.6586276867398E-01
1.0025E-01	5.7245E-01	5.8318E-01	8.6612053799882E-01
2.8943E+00	2.4491E+00	2.2881E-01	8.6670132159693E-01
2.6464E-01	2.5403E+00	2.7952E-02	8.6706689085989E-01
4.9106E-02	2.3524E+00	7.8999E-01	8.6711592273670E-01
3.0735E+00	4.9806E-01	4.5881E-01	8.6752035027067E-01
2.9383E-01	2.4230E+00	6.2841E-01	8.6752312738734E-01
3.8502E-01	2.3632E+00	8.9862E-01	8.6760694951700E-01
2.3202E+00	7.5086E-01	3.5352E-01	8.6826120972221E-01
2.2288E+00	2.8278E+00	4.8482E-01	8.6837784862253E-01
8.0286E-02	5.1035E-01	1.0583E-01	8.6844356354456E-01
2.4216E-01	3.6631E-01	8.3706E-01	8.6917133392642E-01
3.0309E+00	2.5257E+00	1.8780E-01	8.6954610327846E-01
3.0688E+00	2.6974E+00	3.1868E-01	8.6957346754166E-01
3.0945E+00	7.0356E-01	3.8462E-01	8.6967853308799E-01
2.6764E-01	2.6613E+00	6.0889E-01	8.6972858222366E-01
2.9948E+00	7.9124E-01	8.7002E-02	8.6992482976746E-01
5.6713E-02	2.6756E+00	1.4021E-01	8.7023474378120E-01
2.6826E+00	2.3614E+00	1.0015E+00	8.7034923321356E-01
3.5916E-03	2.5887E+00	5.7561E-01	8.7034929821640E-01
2.8072E+00	4.9433E-01	1.2671E-01	8.7051939712133E-01
2.8313E+00	6.2399E-01	5.8109E-01	8.7089890893416E-01
1.3032E-02	2.7105E+00	9.7466E-01	8.7096085999843E-01
1.4356E-01	2.6204E+00	2.7602E-01	8.7161420060163E-01
3.3735E-01	2.5026E+00	2.9505E-01	8.7184189161664E-01
5.7467E-01	2.7817E+00	1.0080E+00	8.7189326318882E-01
2.5864E+00	2.4246E+00	1.6132E-01	8.7191350664004E-01
2.7175E-01	6.8735E-01	1.3428E-01	8.7232092593229E-01
9.1373E-01	2.3503E+00	9.8161E-01	8.7246988009466E-01
2.8788E+00	7.7671E-01	2.6927E-01	8.7247317601335E-01
2.1914E+00	2.5531E+00	2.3242E-01	8.7250979733213E-01
3.5916E-03	2.5887E+00	5.7561E-01	8.7251310342341E-01
3.9305E-01	7.5320E-01	1.9028E-01	8.7257525793946E-01
2.9046E+00	7.5322E-01	7.5334E-01	8.7265785935849E-01
2.8329E+00	2.4204E+00	1.9792E-01	8.7270506016936E-01
2.6644E+00	2.7333E-01	9.0134E-01	8.7279386686741E-01
5.3064E-02	6.7073E-01	1.8150E-01	8.7283781244994E-01
2.2651E-02	1.7256E+00	3.4537E-01	8.7288694605264E-01
2.4267E+00	2.5602E+00	9.5937E-01	8.7310492122833E-01
2.9756E+00	2.6438E+00	5.0487E-01	8.7380959576513E-01
9.4030E-02	2.5119E+00	8.0758E-01	8.7388355048390E-01
2.2942E-01	2.3188E+00	7.4154E-01	8.7400757976980E-01
2.9224E+00	7.0051E-01	9.3417E-01	8.7406088413380E-01
2.8529E-02	1.3098E+00	3.0510E-01	8.7415040291305E-01
2.7224E-01	2.5501E+00	5.7399E-01	8.7424317692063E-01
2.6744E+00	2.4445E+00	8.7342E-01	8.7427786544758E-01
2.6566E+00	3.5268E-01	3.9783E-01	8.7431275742631E-01
3.0929E+00	2.5909E+00	4.8953E-01	8.7437043600339E-01
3.0587E+00	2.4377E+00	3.3662E-01	8.7450165730940E-01
1.6495E-02	2.3150E+00	5.9308E-01	8.7451793345108E-01
2.5801E+00	2.5704E+00	5.4973E-01	8.7455892898294E-01
2.9170E+00	2.4696E+00	3.3943E-01	8.7492125420741E-01
2.1878E+00	2.8096E+00	6.1272E-01	8.7523089661304E-01
2.8133E+00	2.6793E+00	3.0194E-01	8.7528664239830E-01
5.1308E-02	6.9218E-01	3.9331E-01	8.7536476787836E-01
2.6553E+00	2.5564E+00	3.6095E-01	8.7538501132958E-01
5.6741E-01	4.5366E-01	3.8432E-01	8.7581247265580E-01
7.4942E-03	2.5555E+00	6.8279E-01	8.7589934656202E-01
2.4293E+00	2.4361E+00	5.0196E-01	8.7619437299242E-01
2.8803E+00	2.5856E-01	1.0199E-01	8.7677436923218E-01
2.7609E+00	8.8061E-01	3.0716E-01	8.7685076537219E-01
2.9203E+00	8.0742E-01	3.5846E-01	8.7711544697094E-01
2.4230E+00	2.4454E+00	9.5902E-01	8.7741029538104E-01
2.3534E-01	2.6793E+00	9.3082E-01	8.7747468786657E-01
2.8224E+00	2.2483E+00	3.8694E-01	8.7750734187581E-01
3.0035E+00	2.2997E+00	2.5358E-01	8.7770753333219E-01
4.1909E-01	7.3061E-01	5.9085E-01	8.7794020891559E-01
3.0997E+00	2.4883E+00	6.8285E-01	8.7876655981857E-01
5.0568E-01	5.2582E-01	9.7396E-02	8.7896413488517E-01
1.6930E+00	1.0639E+00	5.0154E-01	8.7915204904443E-01
3.0721E+00	2.6553E+00	9.5875E-02	8.7917656498284E-01
3.2420E-01	7.4794E-01	5.1519E-01	8.7928024298808E-01
2.5601E+00	2.3625E+00	2.1612E-01	8.7946069250186E-01
3.0615E-01	2.4717E+00	8.2333E-01	8.7949222752637E-01
2.6374E+00	2.6377E+00	3.7996E-01	8.7976765341315E-01
2.6869E+00	7.6150E-01	1.3918E-01	8.7980915757443E-01
2.8257E+00	2.8131E-01	2.6876E-01	8.8000458012130E-01
2.9472E+00	2.5436E+00	2.9075E-02	8.8014447661082E-01
3.1023E+00	6.4563E-01	1.5359E-01	8.8015148552433E-01
5.4212E-01	3.9111E-01	5.6153E-01	8.8038611526199E-01
1.2262E-01	2.3751E+00	4.3684E-01	8.8075709125577E-01
2.6672E+00	6.7059E-01	4.4272E-01	8.8104354524580E-01
2.8910E+00	4.5389E-01	5.4372E-01	8.8105504027086E-01
2.8623E+00	8.0554E-01	4.5546E-01	8.8123868702922E-01
2.9311E+00	4.8108E-01	3.6994E-01	8.8138010432073E-01
4.3354E-01	2.4503E+00	9.6883E-01	8.8148406512394E-01
1.1527E-01	2.4763E+00	1.0047E+00	8.8151336217896E-01
7.2738E-01	2.5456E+00	6.5518E-01	8.8171145401306E-01
2.9121E+00	2.5904E+00	5.6064E-01	8.8172783188063E-01
1.2916E-01	2.6527E+00	5.0337E-01	8.8182640426368E-01
6.7071E-01	2.8479E+00	7.5751E-01	8.8196197943759E-01
2.4229E-01	5.1932E-01	5.7469E-01	8.8207441095529E-01
2.8400E+00	2.6691E+00	9.1262E-01	8.8226388152059E-01
2.9740E+00	8.4671E-01	3.4861E-01	8.8229806141812E-01
3.1393E+00	7.1456E-01	1.9256E-01	8.8230337150934E-01
2.8571E+00	7.1513E-01	4.9894E-01	8.8264476256384E-01
2.4066E+00	5.4090E-01	1.6945E-02	8.8295877307899E-01
3.0006E+00	7.5110E-01	2.2208E-01	8.8300627906752E-01
1.7186E-01	2.8281E+00	4.8679E-01	8.8332930554791E-01
1.4187E-02	2.4888E+00	4.0209E-01	8.8337803224706E-01
3.1219E+00	2.0927E+00	5.4378E-01	8.8337892336582E-01
2.8601E+00	6.4171E-01	8.7192E-01	8.8392566236183E-01
2.8198E+00	2.4513E+00	9.2054E-01	8.8417374331333E-01
1.1250E-01	2.4578E-01	8.1809E-01	8.8421260260159E-01
2.9760E+00	2.5826E+00	3.3545E-01	8.8450919357611E-01
2.6386E+00	2.5340E+00	8.2146E-03	8.8460237448723E-01
2.9688E+00	8.3905E-01	3.5221E-01	8.8460319846690E-01
2.4107E+00	3.4287E-01	6.4207E-01	8.8497491604238E-01
2.7810E-01	2.3019E+00	6.5981E-01	8.8519720948191E-01
2.8226E+00	2.3000E+00	2.2372E-01	8.8535062432435E-01
2.8976E+00	8.5828E-01	6.3635E-01	8.8542457904312E-01
4.4900E-01	2.4766E+00	7.2543E-01	8.8562274615437E-01
2.3433E-01	2.7716E-01	1.4269E-01	8.8577358834918E-01
2.9009E+00	7.6379E-01	5.6688E-01	8.8577566355724E-01
2.0352E-01	5.0770E-01	4.5681E-01	8.8584931309834E-01
2.9957E+00	6.3191E-01	9.2134E-02	8.8598195958401E-01
2.8126E+00	2.2832E+00	4.5213E-01	8.8603445014093E-01
1.0263E-01	4.7004E-01	7.1316E-01	8.8607992161175E-01
1.5520E-01	2.6648E+00	7.8327E-01	8.8626380640868E-01
2.3264E+00	4.9271E-01	2.6600E-01	8.8725434899442E-01
2.7494E+00	2.5300E+00	2.3513E-01	8.8744478188660E-01
2.9835E+00	2.6063E+00	5.0927E-01	8.8752707812797E-01
2.8225E+00	2.7615E+00	3.6785E-01	8.8753461601609E-01
1.0577E+00	2.4351E+00	9.9302E-01	8.8785731087009E-01
2.3965E+00	2.3852E+00	8.5064E-01	8.8850321022477E-01
2.5976E+00	5.2615E-01	9.8604E-01	8.8889922502800E-01
2.0848E+00	4.3541E-01	8.3594E-01	8.8930315817416E-01
3.0662E+00	2.5094E+00	2.3661E-01	8.8931699289459E-01
2.9009E+00	7.6379E-01	5.6688E-01	8.8931720753621E-01
2.5541E-01	2.3009E+00	6.7361E-01	8.8933389058143E-01
5.9343E-02	2.4648E+00	4.9616E-01	8.8936308591057E-01
3.0515E+00	7.0154E-01	6.8049E-01	8.8945423230398E-01
2.8372E+00	8.4970E-01	8.6139E-01	8.8955280468704E-01
2.9283E+00	2.7667E+00	9.1338E-01	8.8967280257610E-01
3.0487E+00	2.5800E+00	3.9383E-01	8.8967510158111E-01
2.3222E-01	5.2514E-01	4.8443E-01	8.8967872302263E-01
3.0744E+00	2.4164E+00	5.0122E-01	8.9022288428470E-01
1.8869E-01	2.5883E+00	7.5110E-01	8.9042479083951E-01
3.0938E+00	9.4119E-01	3.0835E-01	8.9055779234852E-01
2.9114E+00	4.6485E-01	9.2080E-01	8.9059512574850E-01
2.0633E-01	4.9072E-01	6.1911E-01	8.9107835218789E-01
3.0678E+00	4.4495E-01	7.9034E-01	8.9119743047494E-01
2.7683E+00	7.5493E-01	6.2755E-01	8.9125185382369E-01
3.0905E+00	2.3583E+00	3.9259E-01	8.9130556509124E-01
3.9872E-01	2.5574E+00	3.2449E-01	8.9136426092717E-01
1.0365E-01	7.4293E-01	3.2919E-01	8.9139691493642E-01
2.6143E+00	2.3777E+00	4.7819E-02	8.9143455351406E-01
2.8911E+00	2.5918E+00	2.0666E-01	8.9165829756470E-01
2.0791E-04	2.5037E+00	5.6374E-01	8.9167701512764E-01
4.1055E-01	2.3543E+00	9.0855E-01	8.9167920223418E-01
3.2489E-01	2.4808E+00	8.9445E-01	8.9209729358908E-01
1.8846E+00	2.7693E+00	7.7854E-01	8.9233593743018E-01
3.0964E+00	6.7646E-01	5.7104E-01	8.9233797194789E-01
8.3055E-02	2.4112E+00	7.3581E-01	8.9276011707934E-01
2.4740E+00	2.5595E+00	7.5400E-01	8.9279083829676E-01
3.0030E+00	6.0088E-01	5.6851E-01	8.9287181210162E-01
4.3906E-01	2.6259E+00	5.9371E-01	8.9295421006888E-01
2.7742E-01	7.2255E-01	5.5920E-01	8.9322318653452E-01
4.7581E-01	9.1239E-01	8.9546E-01	8.9331799505981E-01
2.2551E-01	2.6028E+00	6.2162E-01	8.9376200718760E-01
2.8341E+00	2.6505E+00	7.1428E-01	8.9393961448014E-01
2.7489E+00	2.6187E+00	1.0055E+00	8.9406483599342E-01
3.0690E+00	6.6471E-01	4.2555E-01	8.9421584501867E-01
2.8601E+00	2.4888E+00	1.0344E+00	8.9471511464747E-01
3.8940E-01	2.4995E+00	7.4442E-01	8.9499712016452E-01
3.0088E+00	2.5815E+00	4.0577E-01	8.9529425740705E-01
9.6153E-02	4.1761E-01	9.0337E-01	8.9535559811601E-01
3.1138E+00	5.4175E-01	8.3840E-01	8.9538326755686E-01
2.0623E-02	6.6970E-01	2.6766E-01	8.9566398929324E-01
1.5083E-01	6.7656E-01	3.9947E-01	8.9587683544978E-01
2.6641E+00	2.4995E+00	5.1484E-01	8.9612961308541E-01
2.7911E+00	2.4426E+00	3.8928E-01	8.9613860565369E-01
2.8770E+00	2.6944E+00	2.5037E-01	8.9614002981609E-01
5.1256E-02	8.6949E-01	2.0783E-01	8.9632026570551E-01
2.6100E+00	2.4192E+00	2.7128E-01	8.9675123555752E-01
1.1778E-01	2.5058E+00	8.4988E-02	8.9688094013057E-01
2.4231E-01	2.7545E+00	8.4860E-01	8.9690779576434E-01
2.7979E+00	2.5114E+00	6.0806E-03	8.9692793748967E-01
2.6705E+00	2.4318E+00	6.0943E-01	8.9696811921445E-01
1.9307E-01	7.0030E-01	6.4305E-01	8.9697149651385E-01
2.8449E+00	6.4574E-01	4.2994E-01	8.9712851957345E-01
2.5536E+00	5.8790E-01	2.4089E-01	8.9722678677885E-01
