ID;ID;phi1;PHI;phi2;q0;q1;q2;q3;phi1;PHI;phi2;q0B;q1B;q2B;q3B;misorientationCubicEulerAB;misoriQxQAB;misoriQuatCubic0;misoriQuatCubic1;misoriQuatCubic2;misoriQuatCubic3
ID;8630;0.19298;1.39157;6.20373;-0.766316;-0.635049;-0.0870448;-0.0435437;0.19298;1.39157;6.20373;-0.766316;-0.635049;-0.0870448;-0.0435437;2.98023e-08;2.98023e-08;1;6.93889e-18;0;0
ID;8631;0.352758;0.830304;6.04361;-0.91359;-0.385769;-0.117714;-0.0517561;0.352758;0.830304;6.04361;-0.91359;-0.385769;-0.117714;-0.0517561;2.98023e-08;2.98023e-08;1;0;0;0
ID;8632;0.534936;0.786184;5.95507;-0.918794;-0.347932;-0.160211;-0.0953546;0.534936;0.786184;5.95507;-0.918794;-0.347932;-0.160211;-0.0953546;0;0;1;0;0;0
ID;8633;0.0424621;1.35188;6.2602;-0.780082;-0.625296;-0.0204685;-0.00759805;0.0424621;1.35188;6.2602;-0.780082;-0.625296;-0.0204685;-0.00759805;0;0;1;0;0;0
ID;8634;0.294467;1.22625;6.07511;-0.817092;-0.557355;-0.143071;-0.0353164;0.294467;1.22625;6.07511;-0.817092;-0.557355;-0.143071;-0.0353164;0;0;1;6.93889e-18;0;0
ID;8635;0.874667;0.721078;5.68113;-0.927028;-0.260906;-0.237447;-0.127148;0.874667;0.721078;5.68113;-0.927028;-0.260906;-0.237447;-0.127148;0;0;1;1.38778e-17;0;0
ID;8636;0.597494;1.08887;5.71558;-0.855324;-0.432509;-0.284944;-0.0127844;0.597494;1.08887;5.71558;-0.855324;-0.432509;-0.284944;-0.0127844;2.98023e-08;2.98023e-08;1;6.41848e-17;5.59448e-17;3.46945e-18
ID;8637;0.574782;1.23226;5.76952;-0.815739;-0.494396;-0.299202;-0.0249348;0.574782;1.23226;5.76952;-0.815739;-0.494396;-0.299202;-0.0249348;0;0;1;2.77556e-17;1.38778e-17;0
ID;8638;0.748805;1.30702;5.98971;-0.773467;-0.52727;-0.302694;-0.179197;0.748805;1.30702;5.98971;-0.773467;-0.52727;-0.302694;-0.179197;2.98023e-08;2.98023e-08;1;1.38778e-17;0;0
ID;8639;0.467066;1.53788;5.85613;-0.718504;-0.627034;-0.300621;-0.0143773;0.467066;1.53788;5.85613;-0.718504;-0.627034;-0.300621;-0.0143773;0;0;1;1.38778e-17;1.04083e-17;0
ID;8640;0.792646;0.908292;5.83227;-0.88555;-0.35659;-0.255532;-0.1528;0.792646;0.908292;5.83227;-0.88555;-0.35659;-0.255532;-0.1528;0;0;1;6.245e-17;6.245e-17;2.77556e-17
ID;8641;0.35978;0.894145;6.07621;-0.899086;-0.415085;-0.120878;-0.0688279;0.35978;0.894145;6.07621;-0.899086;-0.415085;-0.120878;-0.0688279;2.98023e-08;2.98023e-08;1;1.12757e-16;1.04083e-17;0
ID;8642;0.830076;1.38513;5.84264;-0.755058;-0.513933;-0.378911;-0.148949;0.830076;1.38513;5.84264;-0.755058;-0.513933;-0.378911;-0.148949;0;0;1;1.38778e-17;0;0
ID;8643;0.350165;1.43361;5.98773;-0.753627;-0.623044;-0.208415;-0.0206205;0.350165;1.43361;5.98773;-0.753627;-0.623044;-0.208415;-0.0206205;0;0;1;1.04083e-17;3.46945e-18;0
ID;8644;1.37692;1.67143;6.1576;-0.543608;-0.542117;-0.506303;-0.392754;1.37692;1.67143;6.1576;-0.543608;-0.542117;-0.506303;-0.392754;0;0;1;8.32667e-17;2.77556e-17;2.77556e-17
ID;8645;0.988797;1.64066;5.84072;-0.656695;-0.551949;-0.479847;-0.183985;0.988797;1.64066;5.84072;-0.656695;-0.551949;-0.479847;-0.183985;2.98023e-08;2.98023e-08;1;2.77556e-17;1.38778e-17;0
ID;8646;1.05962;1.49656;6.01152;-0.676717;-0.535132;-0.420176;-0.281318;1.05962;1.49656;6.01152;-0.676717;-0.535132;-0.420176;-0.281318;0;0;1;0;0;0
ID;8647;1.05877;1.45861;5.97824;-0.693299;-0.517359;-0.419957;-0.274433;1.05877;1.45861;5.97824;-0.693299;-0.517359;-0.419957;-0.274433;0;0;1;2.77556e-17;0;0
ID;8648;1.29219;1.64669;6.04573;-0.587415;-0.529169;-0.507828;-0.342102;1.29219;1.64669;6.04573;-0.587415;-0.529169;-0.507828;-0.342102;0;0;1;0;0;0
ID;8649;0.250648;0.489044;6.08798;-0.96988;-0.236102;-0.0535226;-0.0268945;0.250648;0.489044;6.08798;-0.96988;-0.236102;-0.0535226;-0.0268945;2.98023e-08;2.98023e-08;1;2.23346e-16;3.29597e-17;0
ID;8650;0.744833;1.54279;5.59947;-0.716605;-0.526733;-0.456673;-0.0219037;0.744833;1.54279;5.59947;-0.716605;-0.526733;-0.456673;-0.0219037;0;0;1;1.9082e-17;6.93889e-18;0
ID;8651;0.434701;1.51781;6.19707;-0.714595;-0.664929;-0.177175;-0.125826;0.434701;1.51781;6.19707;-0.714595;-0.664929;-0.177175;-0.125826;0;0;1;0;0;0
ID;8652;0.810301;1.09717;6.06643;-0.815962;-0.454219;-0.256179;-0.249525;0.810301;1.09717;6.06643;-0.815962;-0.454219;-0.256179;-0.249525;2.98023e-08;2.98023e-08;1;1.249e-16;2.77556e-17;0
ID;8653;0.686608;1.48234;5.72552;-0.736147;-0.548652;-0.393459;-0.0475267;0.686608;1.48234;5.72552;-0.736147;-0.548652;-0.393459;-0.0475267;0;0;1;1.04083e-17;0;0
ID;8654;0.696829;0.913125;5.99084;-0.879279;-0.388035;-0.209264;-0.180293;0.696829;0.913125;5.99084;-0.879279;-0.388035;-0.209264;-0.180293;0;0;1;6.245e-17;1.38778e-17;0
ID;8655;0.901054;1.15392;5.97781;-0.801226;-0.449209;-0.309445;-0.245953;0.901054;1.15392;5.97781;-0.801226;-0.449209;-0.309445;-0.245953;0;0;1;2.77556e-17;0;0
ID;8656;0.629668;1.59656;5.89808;-0.69273;-0.625932;-0.347977;-0.0851317;0.629668;1.59656;5.89808;-0.69273;-0.625932;-0.347977;-0.0851317;0;0;1;0;0;0
ID;8657;0.698204;0.586097;5.67222;-0.956457;-0.229163;-0.175874;-0.0417478;0.698204;0.586097;5.67222;-0.956457;-0.229163;-0.175874;-0.0417478;0;0;1;6.93889e-18;0;0
ID;8658;0.385052;0.96427;5.92437;-0.885931;-0.431969;-0.168506;-0.0116244;0.385052;0.96427;5.92437;-0.885931;-0.431969;-0.168506;-0.0116244;0;0;1;5.55112e-17;8.67362e-18;3.46945e-18
ID;8659;1.34806;1.52518;6.10414;-0.60301;-0.49902;-0.47768;-0.398973;1.34806;1.52518;6.10414;-0.60301;-0.49902;-0.47768;-0.398973;0;0;1;0;0;0
ID;8660;0.595478;1.27732;5.74835;-0.802525;-0.503428;-0.31925;-0.0243429;0.595478;1.27732;5.74835;-0.802525;-0.503428;-0.31925;-0.0243429;0;0;1;3.46945e-18;0;0
ID;8661;0.611979;0.41954;5.7312;-0.977639;-0.173954;-0.114463;-0.0293324;0.611979;0.41954;5.7312;-0.977639;-0.173954;-0.114463;-0.0293324;0;0;1;4.33681e-18;0;0
ID;8662;1.05323;1.50183;6.05489;-0.669753;-0.546967;-0.407889;-0.293061;1.05323;1.50183;6.05489;-0.669753;-0.546967;-0.407889;-0.293061;0;0;1;6.93889e-17;5.55112e-17;0
ID;8663;0.956497;1.61334;6.01663;-0.651141;-0.591145;-0.414505;-0.233982;0.956497;1.61334;6.01663;-0.651141;-0.591145;-0.414505;-0.233982;2.98023e-08;2.98023e-08;1;2.77556e-17;0;0
ID;8664;1.06269;1.18965;5.94335;-0.774736;-0.428135;-0.361537;-0.292875;1.06269;1.18965;5.94335;-0.774736;-0.428135;-0.361537;-0.292875;4.21468e-08;4.21468e-08;1;2.77556e-17;0;0
ID;8665;0.821198;1.19942;5.78168;-0.814977;-0.445405;-0.346646;-0.131393;0.821198;1.19942;5.78168;-0.814977;-0.445405;-0.346646;-0.131393;0;0;1;1.38778e-17;0;0
ID;8666;0.408313;1.36806;6.0937;-0.770399;-0.603901;-0.186081;-0.0846298;0.408313;1.36806;6.0937;-0.770399;-0.603901;-0.186081;-0.0846298;0;0;1;0;0;0
ID;8667;0.824445;0.517593;5.60986;-0.96394;-0.187446;-0.174234;-0.0729762;0.824445;0.517593;5.60986;-0.96394;-0.187446;-0.174234;-0.0729762;0;0;1;8.84709e-17;8.50015e-17;0
ID;8668;1.02081;1.29093;6.10663;-0.7287;-0.496941;-0.339018;-0.32728;1.02081;1.29093;6.10663;-0.7287;-0.496941;-0.339018;-0.32728;2.98023e-08;2.98023e-08;1;2.77556e-17;0;0
ID;8669;1.0401;1.05941;5.8607;-0.822136;-0.376085;-0.337442;-0.26227;1.0401;1.05941;5.8607;-0.822136;-0.376085;-0.337442;-0.26227;0;0;1;1.38778e-16;6.93889e-17;0
ID;8670;0.324619;0.867855;6.13241;-0.903896;-0.408616;-0.0989993;-0.0787651;0.324619;0.867855;6.13241;-0.903896;-0.408616;-0.0989993;-0.0787651;0;0;1;5.55112e-17;1.38778e-17;6.93889e-18
ID;8671;1.06826;1.62428;6.0785;-0.624808;-0.583654;-0.431363;-0.287903;1.06826;1.62428;6.0785;-0.624808;-0.583654;-0.431363;-0.287903;0;0;1;2.77556e-17;0;0
ID;8672;0.90213;1.12818;5.71067;-0.833624;-0.395785;-0.359448;-0.138647;0.90213;1.12818;5.71067;-0.833624;-0.395785;-0.359448;-0.138647;2.98023e-08;2.98023e-08;1;0;0;0
ID;8673;0.679377;1.11837;5.71335;-0.846416;-0.430335;-0.310222;-0.0464053;0.679377;1.11837;5.71335;-0.846416;-0.430335;-0.310222;-0.0464053;0;0;1;1.12757e-16;6.59195e-17;0
ID;8674;0.580903;0.994151;5.70548;-0.87898;-0.399055;-0.261051;-0.0014058;0.580903;0.994151;5.70548;-0.87898;-0.399055;-0.261051;-0.0014058;0;0;1;5.55112e-17;1.27936e-17;5.85469e-18
ID;8675;1.06486;1.23386;5.83423;-0.777286;-0.420574;-0.397265;-0.247232;1.06486;1.23386;5.83423;-0.777286;-0.420574;-0.397265;-0.247232;0;0;1;2.77556e-17;0;0
ID;8676;0.848035;1.46527;6.11384;-0.701019;-0.584147;-0.325744;-0.247459;0.848035;1.46527;6.11384;-0.701019;-0.584147;-0.325744;-0.247459;2.98023e-08;2.98023e-08;1;2.77556e-17;0;0
ID;8677;0.61541;0.811533;5.73287;-0.918314;-0.32955;-0.217263;-0.0298975;0.61541;0.811533;5.73287;-0.918314;-0.32955;-0.217263;-0.0298975;0;0;1;1.9082e-17;1.38778e-17;8.67362e-19
ID;8678;0.904724;1.59363;5.98402;-0.667192;-0.589438;-0.404943;-0.208419;0.904724;1.59363;5.98402;-0.667192;-0.589438;-0.404943;-0.208419;0;0;1;1.38778e-17;0;0
ID;8679;0.883767;1.48848;5.62553;-0.730907;-0.485987;-0.471916;-0.0829878;0.883767;1.48848;5.62553;-0.730907;-0.485987;-0.471916;-0.0829878;0;0;1;6.93889e-18;6.93889e-18;0
ID;8680;0.319477;0.595495;6.0106;-0.955737;-0.280607;-0.0855832;-0.0224112;0.319477;0.595495;6.0106;-0.955737;-0.280607;-0.0855832;-0.0224112;0;0;1;3.46945e-18;0;0
ID;8681;0.747571;1.53377;5.63266;-0.719229;-0.531146;-0.446513;-0.0349272;0.747571;1.53377;5.63266;-0.719229;-0.531146;-0.446513;-0.0349272;0;0;1;6.59195e-17;5.72459e-17;1.73472e-17
ID;8682;0.737345;1.20789;5.87944;-0.811678;-0.477943;-0.306713;-0.136659;0.737345;1.20789;5.87944;-0.811678;-0.477943;-0.306713;-0.136659;0;0;1;1.38778e-17;0;0
ID;8683;0.680511;1.5431;5.95327;-0.705846;-0.61014;-0.337461;-0.125018;0.680511;1.5431;5.95327;-0.705846;-0.61014;-0.337461;-0.125018;2.98023e-08;2.98023e-08;1;1.11022e-16;1.38778e-17;1.38778e-17
ID;8684;0.322182;1.35314;5.96476;-0.779724;-0.594277;-0.197137;-0.0014649;0.322182;1.35314;5.96476;-0.779724;-0.594277;-0.197137;-0.0014649;2.98023e-08;2.98023e-08;1;7.58942e-18;3.68629e-18;0
ID;8685;0.740934;1.03735;5.73544;-0.864428;-0.396335;-0.297769;-0.0837617;0.740934;1.03735;5.73544;-0.864428;-0.396335;-0.297769;-0.0837617;0;0;1;1.38778e-17;0;0
ID;8686;0.519453;0.70143;5.96619;-0.93432;-0.313957;-0.139537;-0.0949034;0.519453;0.70143;5.96619;-0.93432;-0.313957;-0.139537;-0.0949034;2.98023e-08;2.98023e-08;1;1.04083e-17;0;0
ID;8687;0.527806;1.08774;6.08647;-0.844013;-0.483869;-0.18338;-0.141012;0.527806;1.08774;6.08647;-0.844013;-0.483869;-0.18338;-0.141012;2.98023e-08;2.98023e-08;1;1.38778e-17;0;0
ID;8688;0.442988;1.13083;6.16335;-0.833369;-0.51469;-0.148788;-0.135838;0.442988;1.13083;6.16335;-0.833369;-0.51469;-0.148788;-0.135838;0;0;1;1.38778e-17;0;0
ID;8689;0.677041;1.08937;5.76962;-0.852435;-0.429016;-0.290558;-0.0698298;0.677041;1.08937;5.76962;-0.852435;-0.429016;-0.290558;-0.0698298;2.98023e-08;2.98023e-08;1;1.04083e-17;6.93889e-18;0
ID;8690;0.88609;1.19702;5.81021;-0.808615;-0.438258;-0.354064;-0.169442;0.88609;1.19702;5.81021;-0.808615;-0.438258;-0.354064;-0.169442;4.21468e-08;4.21468e-08;1;0;0;0
ID;8691;0.533288;1.54552;5.89414;-0.714126;-0.625184;-0.310656;-0.0515928;0.533288;1.54552;5.89414;-0.714126;-0.625184;-0.310656;-0.0515928;2.98023e-08;2.98023e-08;1;1.38778e-17;6.93889e-18;0
ID;8692;0.948566;1.15768;5.78719;-0.815757;-0.410454;-0.361656;-0.18781;0.948566;1.15768;5.78719;-0.815757;-0.410454;-0.361656;-0.18781;0;0;1;1.38778e-17;0;0
ID;8693;1.28703;1.61127;6.21969;-0.567029;-0.562983;-0.450868;-0.397802;1.28703;1.61127;6.21969;-0.567029;-0.562983;-0.450868;-0.397802;2.98023e-08;2.98023e-08;1;0;0;0
ID;8694;0.782326;1.2029;5.61448;-0.823186;-0.423337;-0.375446;-0.046816;0.782326;1.2029;5.61448;-0.823186;-0.423337;-0.375446;-0.046816;2.98023e-08;2.98023e-08;1;1.14492e-16;3.81639e-17;2.77556e-17
ID;8695;0.801148;1.81676;5.68649;-0.611815;-0.603632;-0.507319;-0.0627633;0.801148;1.81676;5.68649;-0.611815;-0.603632;-0.507319;-0.0627633;0;0;1;2.08167e-17;1.38778e-17;0
ID;8696;0.216596;1.01113;6.11325;-0.874662;-0.475287;-0.0930168;-0.0204116;0.216596;1.01113;6.11325;-0.874662;-0.475287;-0.0930168;-0.0204116;2.98023e-08;2.98023e-08;1;5.59448e-17;3.46945e-18;0
ID;8697;0.276994;1.33407;6.12472;-0.78428;-0.604053;-0.133639;-0.0465338;0.276994;1.33407;6.12472;-0.78428;-0.604053;-0.133639;-0.0465338;0;0;1;6.93889e-18;0;0
ID;8698;1.09962;1.06684;5.86029;-0.812249;-0.368125;-0.350768;-0.285826;1.09962;1.06684;5.86029;-0.812249;-0.368125;-0.350768;-0.285826;0;0;1;0;0;0
ID;8699;0.520144;0.490512;5.95346;-0.965682;-0.221211;-0.100099;-0.0922184;0.520144;0.490512;5.95346;-0.965682;-0.221211;-0.100099;-0.0922184;0;0;1;1.45717e-16;4.51028e-17;1.38778e-17
ID;8700;0.970457;1.23055;5.68285;-0.802672;-0.408131;-0.408128;-0.150263;0.970457;1.23055;5.68285;-0.802672;-0.408131;-0.408128;-0.150263;2.98023e-08;2.98023e-08;1;0;0;0
ID;8701;0.415934;0.559393;5.88207;-0.961113;-0.253346;-0.109668;-0.00712264;0.415934;0.559393;5.88207;-0.961113;-0.253346;-0.109668;-0.00712264;0;0;1;1.11239e-16;4.2067e-17;2.60209e-18
ID;8702;1.30223;1.38698;6.07971;-0.655857;-0.466468;-0.437053;-0.401552;1.30223;1.38698;6.07971;-0.655857;-0.466468;-0.437053;-0.401552;4.21468e-08;4.21468e-08;1;2.77556e-17;0;0
ID;8703;0.747105;0.738445;5.60764;-0.932011;-0.273374;-0.235603;-0.0333618;0.747105;0.738445;5.60764;-0.932011;-0.273374;-0.235603;-0.0333618;0;0;1;4.68375e-17;1.73472e-17;1.73472e-18
ID;8704;0.720902;1.75077;5.63739;-0.640249;-0.595394;-0.484777;-0.0240559;0.720902;1.75077;5.63739;-0.640249;-0.595394;-0.484777;-0.0240559;0;0;1;1.12757e-16;4.51028e-17;4.16334e-17
ID;8705;0.650655;1.65677;5.96323;-0.666845;-0.65176;-0.343721;-0.111278;0.650655;1.65677;5.96323;-0.666845;-0.65176;-0.343721;-0.111278;0;0;1;1.38778e-17;0;0
ID;8706;0.94365;1.46942;6.20606;-0.673464;-0.584935;-0.327487;-0.311527;0.94365;1.46942;6.20606;-0.673464;-0.584935;-0.327487;-0.311527;0;0;1;0;0;0
ID;8707;0.685913;1.7133;5.67376;-0.654494;-0.602627;-0.455906;-0.0250439;0.685913;1.7133;5.67376;-0.654494;-0.602627;-0.455906;-0.0250439;0;0;1;8.67362e-18;3.46945e-18;0
ID;8708;0.835853;1.58948;6.18005;-0.653986;-0.636458;-0.322895;-0.250921;0.835853;1.58948;6.18005;-0.653986;-0.636458;-0.322895;-0.250921;0;0;1;0;0;0
ID;8709;1.31951;1.47163;6.19119;-0.605993;-0.510859;-0.435337;-0.426938;1.31951;1.47163;6.19119;-0.605993;-0.510859;-0.435337;-0.426938;0;0;1;2.77556e-17;0;0
ID;8710;0.384504;0.504575;6.04664;-0.965695;-0.237681;-0.0762733;-0.0715726;0.384504;0.504575;6.04664;-0.965695;-0.237681;-0.0762733;-0.0715726;2.98023e-08;2.98023e-08;1;8.50015e-17;2.77556e-17;0
ID;8711;0.263883;1.16343;6.05127;-0.835416;-0.53266;-0.134818;-0.0133554;0.263883;1.16343;6.05127;-0.835416;-0.53266;-0.134818;-0.0133554;0;0;1;5.20417e-18;1.73472e-18;0
ID;8712;1.21856;1.7243;5.93101;-0.590691;-0.536882;-0.53685;-0.273192;1.21856;1.7243;5.93101;-0.590691;-0.536882;-0.53685;-0.273192;0;0;1;2.77556e-17;0;0
ID;8713;0.345499;1.54406;6.22851;-0.708935;-0.683673;-0.138648;-0.103822;0.345499;1.54406;6.22851;-0.708935;-0.683673;-0.138648;-0.103822;2.98023e-08;2.98023e-08;1;0;0;0
ID;8714;0.890415;1.28866;5.85052;-0.778652;-0.473953;-0.369007;-0.181394;0.890415;1.28866;5.85052;-0.778652;-0.473953;-0.369007;-0.181394;0;0;1;1.11022e-16;4.16334e-17;0
ID;8715;1.30204;1.32171;6.05057;-0.67927;-0.441789;-0.426103;-0.402307;1.30204;1.32171;6.05057;-0.67927;-0.441789;-0.426103;-0.402307;0;0;1;0;0;0
ID;8716;0.523254;1.0584;6.13411;-0.848149;-0.476584;-0.166532;-0.160557;0.523254;1.0584;6.13411;-0.848149;-0.476584;-0.166532;-0.160557;2.98023e-08;2.98023e-08;1;5.55112e-17;2.77556e-17;0
ID;8717;1.09893;1.38475;6.01247;-0.70467;-0.494436;-0.40379;-0.30972;1.09893;1.38475;6.01247;-0.70467;-0.494436;-0.40379;-0.30972;2.98023e-08;2.98023e-08;1;8.32667e-17;5.55112e-17;0
ID;8718;1.17348;1.66759;6.00893;-0.605276;-0.554811;-0.490415;-0.292094;1.17348;1.66759;6.00893;-0.605276;-0.554811;-0.490415;-0.292094;0;0;1;8.32667e-17;8.32667e-17;5.55112e-17
ID;8719;0.870408;1.30039;5.68699;-0.788496;-0.44975;-0.405171;-0.108791;0.870408;1.30039;5.68699;-0.788496;-0.44975;-0.405171;-0.108791;0;0;1;1.17961e-16;2.77556e-17;0
ID;8720;0.899593;1.68359;5.99047;-0.635693;-0.617184;-0.418761;-0.199041;0.899593;1.68359;5.99047;-0.635693;-0.617184;-0.418761;-0.199041;2.98023e-08;2.98023e-08;1;6.93889e-17;5.55112e-17;0
ID;8721;0.769266;0.793292;5.77868;-0.914292;-0.310588;-0.229746;-0.121747;0.769266;0.793292;5.77868;-0.914292;-0.310588;-0.229746;-0.121747;0;0;1;5.89806e-17;1.38778e-17;0
ID;8722;0.449076;1.27051;6.1004;-0.797796;-0.564016;-0.184365;-0.106855;0.449076;1.27051;6.1004;-0.797796;-0.564016;-0.184365;-0.106855;0;0;1;6.93889e-18;0;0
ID;8723;0.746125;1.19345;5.72765;-0.823427;-0.447066;-0.340449;-0.0787045;0.746125;1.19345;5.72765;-0.823427;-0.447066;-0.340449;-0.0787045;2.98023e-08;2.98023e-08;1;0;0;0
ID;8724;0.869329;1.29759;6.128;-0.746554;-0.526667;-0.296159;-0.278511;0.869329;1.29759;6.128;-0.746554;-0.526667;-0.296159;-0.278511;0;0;1;2.77556e-17;0;0
ID;8725;0.879271;1.49453;6.1888;-0.677786;-0.600674;-0.317951;-0.280543;0.879271;1.49453;6.1888;-0.677786;-0.600674;-0.317951;-0.280543;0;0;1;0;0;0
ID;8726;0.912086;1.22814;5.97582;-0.780234;-0.47237;-0.329954;-0.243375;0.912086;1.22814;5.97582;-0.780234;-0.47237;-0.329954;-0.243375;2.98023e-08;2.98023e-08;1;5.55112e-17;4.16334e-17;0
ID;8727;1.16317;1.61116;6.21366;-0.591684;-0.588523;-0.416915;-0.360185;1.16317;1.61116;6.21366;-0.591684;-0.588523;-0.416915;-0.360185;0;0;1;0;0;0
ID;8728;0.876252;1.33329;5.80394;-0.770468;-0.481688;-0.387732;-0.154981;0.876252;1.33329;5.80394;-0.770468;-0.481688;-0.387732;-0.154981;0;0;1;0;0;0
ID;8729;0.669648;1.26277;6.08395;-0.784985;-0.535431;-0.248445;-0.188115;0.669648;1.26277;6.08395;-0.784985;-0.535431;-0.248445;-0.188115;0;0;1;6.93889e-17;1.38778e-17;0
ID;8730;0.538337;1.12103;5.85391;-0.845722;-0.470609;-0.247286;-0.0461618;0.538337;1.12103;5.85391;-0.845722;-0.470609;-0.247286;-0.0461618;2.98023e-08;2.98023e-08;1;1.12757e-16;5.55112e-17;6.93889e-18
ID;8731;0.740556;1.45058;5.76672;-0.743616;-0.536588;-0.39001;-0.0836706;0.740556;1.45058;5.76672;-0.743616;-0.536588;-0.39001;-0.0836706;2.98023e-08;2.98023e-08;1;2.08167e-17;1.38778e-17;0
ID;8732;1.34724;1.59188;6.24762;-0.554471;-0.550433;-0.455592;-0.42664;1.34724;1.59188;6.24762;-0.554471;-0.550433;-0.455592;-0.42664;0;0;1;0;0;0
ID;8733;0.692473;0.90988;6.01221;-0.878413;-0.389402;-0.203582;-0.187913;0.692473;0.90988;6.01221;-0.878413;-0.389402;-0.203582;-0.187913;2.98023e-08;2.98023e-08;1;0;0;0
ID;8734;0.679071;1.48134;6.13297;-0.712364;-0.617602;-0.271844;-0.192887;0.679071;1.48134;6.13297;-0.712364;-0.617602;-0.271844;-0.192887;0;0;1;6.93889e-17;0;0
ID;8735;0.877427;1.11921;5.84327;-0.827267;-0.419802;-0.324916;-0.183915;0.877427;1.11921;5.84327;-0.827267;-0.419802;-0.324916;-0.183915;2.98023e-08;2.98023e-08;1;1.38778e-17;0;0
ID;8736;0.683333;1.3059;5.86815;-0.78716;-0.518193;-0.317127;-0.106233;0.683333;1.3059;5.86815;-0.78716;-0.518193;-0.317127;-0.106233;0;0;1;6.93889e-18;0;0
ID;8737;0.310494;1.16224;5.97537;-0.835848;-0.522935;-0.167023;-0.00111908;0.310494;1.16224;5.97537;-0.835848;-0.522935;-0.167023;-0.00111908;0;0;1;1.11673e-17;4.98733e-18;0
ID;8738;0.336439;1.30113;6.15188;-0.791561;-0.589147;-0.140353;-0.0814743;0.336439;1.30113;6.15188;-0.791561;-0.589147;-0.140353;-0.0814743;2.98023e-08;2.98023e-08;1;6.93889e-18;0;0
ID;8739;0.932192;1.17175;5.96893;-0.793774;-0.448978;-0.32272;-0.253365;0.932192;1.17175;5.96893;-0.793774;-0.448978;-0.32272;-0.253365;4.21468e-08;4.21468e-08;1;1.249e-16;2.77556e-17;1.38778e-17
ID;8740;0.518935;1.04546;6.00459;-0.86021;-0.460079;-0.193849;-0.103871;0.518935;1.04546;6.00459;-0.86021;-0.460079;-0.193849;-0.103871;0;0;1;6.93889e-18;0;0
ID;8741;0.65441;1.07828;5.74743;-0.856641;-0.425145;-0.2878;-0.0508799;0.65441;1.07828;5.74743;-0.856641;-0.425145;-0.2878;-0.0508799;2.98023e-08;2.98023e-08;1;1.12757e-16;4.85723e-17;6.93889e-18
ID;8742;0.788922;0.930607;5.70039;-0.888943;-0.347234;-0.284174;-0.091945;0.788922;0.930607;5.70039;-0.888943;-0.347234;-0.284174;-0.091945;2.98023e-08;2.98023e-08;1;6.93889e-18;0;0
ID;8743;0.512876;1.59667;5.83959;-0.697482;-0.635843;-0.329603;-0.0241699;0.512876;1.59667;5.83959;-0.697482;-0.635843;-0.329603;-0.0241699;2.98023e-08;2.98023e-08;1;1.04083e-17;6.93889e-18;0
ID;8744;0.613651;1.57133;5.72945;-0.706602;-0.59019;-0.389796;-0.0211751;0.613651;1.57133;5.72945;-0.706602;-0.59019;-0.389796;-0.0211751;0;0;1;2.77556e-17;6.93889e-18;0
ID;8745;0.840856;1.84765;5.55528;-0.601813;-0.564782;-0.563636;-0.0340227;0.840856;1.84765;5.55528;-0.601813;-0.564782;-0.563636;-0.0340227;2.98023e-08;2.98023e-08;1;2.08167e-17;1.04083e-17;0
ID;8746;0.938013;1.07241;5.9726;-0.817697;-0.414513;-0.298624;-0.265281;0.938013;1.07241;5.9726;-0.817697;-0.414513;-0.298624;-0.265281;0;0;1;0;0;0
ID;8747;1.29469;1.37482;6.11443;-0.653615;-0.472114;-0.423967;-0.412489;1.29469;1.37482;6.11443;-0.653615;-0.472114;-0.423967;-0.412489;0;0;1;2.77556e-17;0;0
ID;8748;0.397139;1.45919;6.09767;-0.741274;-0.638483;-0.191455;-0.0787295;0.397139;1.45919;6.09767;-0.741274;-0.638483;-0.191455;-0.0787295;2.98023e-08;2.98023e-08;1;1.38778e-17;0;0
ID;8749;0.746996;1.32773;5.98699;-0.767695;-0.534229;-0.307014;-0.176028;0.746996;1.32773;5.98699;-0.767695;-0.534229;-0.307014;-0.176028;0;0;1;2.77556e-17;0;0
ID;8750;0.933465;1.23308;5.84317;-0.791178;-0.447143;-0.366601;-0.199261;0.933465;1.23308;5.84317;-0.791178;-0.447143;-0.366601;-0.199261;0;0;1;1.38778e-17;0;0
ID;8751;0.720428;1.36894;5.90441;-0.763478;-0.539151;-0.33026;-0.131707;0.720428;1.36894;5.90441;-0.763478;-0.539151;-0.33026;-0.131707;0;0;1;0;0;0
ID;8752;0.568753;1.43127;5.99156;-0.747443;-0.596318;-0.27362;-0.104237;0.568753;1.43127;5.99156;-0.747443;-0.596318;-0.27362;-0.104237;2.98023e-08;2.98023e-08;1;2.08167e-17;0;0
ID;8753;0.563381;1.07655;5.75138;-0.858488;-0.437695;-0.266905;-0.013555;0.563381;1.07655;5.75138;-0.858488;-0.437695;-0.266905;-0.013555;0;0;1;3.46945e-18;8.67362e-19;0
ID;8754;0.539696;1.47277;5.91518;-0.738172;-0.603625;-0.294455;-0.0635259;0.539696;1.47277;5.91518;-0.738172;-0.603625;-0.294455;-0.0635259;0;0;1;2.77556e-17;0;0
ID;8755;0.524119;1.39073;5.7975;-0.76768;-0.560723;-0.309904;-0.0147537;0.524119;1.39073;5.7975;-0.76768;-0.560723;-0.309904;-0.0147537;4.21468e-08;4.21468e-08;1;5.20417e-18;0;0
